group,tissue_uptake,tissue_ATP,tissue_ROS,neuromotor_score,weight_change_pct,survival_days,event
Disease_Vehicle,0.01,10.071253967546346,2.399105651831295,32.4506634671345,-2.839765625771502,32.71744537574343,1
Disease_Vehicle,0.011118003639172617,11.669576389704048,2.696583367254052,8.008329585472723,-12.67762004412372,32.59198981002568,1
Disease_Vehicle,0.11926515079095776,14.99807558734816,2.6518128782081134,32.247625142529856,-15.082780350338785,56.777194549542315,1
Disease_Vehicle,0.048348855835053536,17.700652324689944,1.7886587300655115,51.40232843204765,-3.796665609535954,50.1087963784987,1
Disease_Vehicle,0.13028939312639826,17.376703117328283,2.2845347022009035,41.175933907648485,-14.133409810572404,35.103783674122184,1
Disease_Vehicle,0.18142488288910688,18.829672603657034,2.2424461520651637,30.613547449783624,-14.748760715856653,49.10599868384535,1
Disease_Vehicle,0.01,16.29013791710786,2.7555540431902883,30.945968365068563,-8.086229008732062,30.90161271696154,1
Disease_Vehicle,0.060752995910547704,12.491273290246621,2.8138143561263154,18.553506355924988,-12.214491966428765,25.53337988740028,1
Disease_Vehicle,0.01,13.392690568530039,2.94636167171222,28.83453386372576,-16.416457301820277,33.534916110179815,1
Disease_Vehicle,0.06684973715649094,25.809538155358506,2.591454770682261,42.16983109342696,-5.099508597640348,26.10540782023212,1
Disease_Vehicle,0.08848881407429877,21.517240740340412,2.461320248358639,23.284525348202596,-14.62952881585808,56.090075291175246,1
Disease_Vehicle,0.11384626366886941,13.118816726137924,2.2791963391953014,24.173359009118453,-11.494405382689802,48.721589927612314,1
Disease_Vehicle,0.1747180711519254,17.246908830935087,2.057883439964389,23.37693002355276,-10.901760312318615,21.503306201139587,1
Disease_Vehicle,0.05969896810382562,16.33124721097383,2.167857265744472,24.581836423052373,-13.26666388750499,42.52056782802212,1
Disease_Vehicle,0.1755366893372381,17.703307061660606,2.4791054682959013,27.727155009274846,-16.796369382265095,30.503217270719656,1
Disease_Vehicle,0.11689420264825104,16.657447930475033,1.8534270130907502,28.996521754536268,-7.542387183031025,41.46707723352964,1
Disease_Vehicle,0.01,22.287463544794456,2.5228174803055703,45.231701154318465,-8.814096837301246,42.168944638265245,1
Disease_Vehicle,0.014518368636074521,21.60309842974212,2.8304284949990914,47.11156733773028,-7.881455152599523,32.429029005639656,1
Disease_Vehicle,0.19497771725662463,13.43051289499125,2.5332460666797125,12.5425886649435,-22.49832476279686,30.91413960330174,1
Disease_Vehicle,0.01,9.25249728610818,2.6936828508841226,43.48588965663873,-5.063452206883106,29.95371435794399,1
Disease_Vehicle,0.08079607760272511,18.16630308076264,2.836280171029246,30.61606626966448,-12.029361184741965,39.16871245103866,1
Disease_Vehicle,0.12984886882509486,15.300166149266579,2.441542435508084,45.81084372897667,-5.504615942751255,46.79207467215822,1
Disease_Vehicle,0.23471981630206357,14.959541978529002,2.9172681172528856,34.58217261903168,1.3939652031421605,19.18668825517726,1
Disease_Vehicle,0.017958927300439263,16.5082291938034,2.6470886986085,52.17746722003243,-12.252202666794243,53.798921135501516,1
Disease_Vehicle,0.1846216704213796,18.03243017834746,2.164621345733083,51.299883573563015,-4.766714245910784,54.57681122861272,1
Disease_Vehicle,0.09839129184880588,16.25188919752834,2.4681031809962244,39.61998031408497,-10.961062950529893,29.384671416499977,1
Disease_Vehicle,0.01,12.963891239043125,2.5981396727648356,27.689191006484123,-11.655921906066908,37.53149886060774,1
Disease_Vehicle,0.0235411166674809,19.671144971705967,2.4450932493853914,33.77986686564631,-9.856871026792634,18.723208703312967,1
Disease_Vehicle,0.01,18.1632183960755,2.010273421281367,49.35288061743042,-3.873108060471811,43.46502676971405,1
Disease_Vehicle,0.10626314906836791,18.96231385082655,2.3481448265061786,46.2842704638881,-12.970482724856115,39.447335822563325,1
Disease_Vehicle,0.01,16.24794159758441,2.8788907157696646,29.311535336598208,-17.40761239925783,20.087467927805903,1
Disease_Vehicle,0.11551394792334864,21.1744050318762,2.602136223228812,35.564520421970094,-8.507521681962452,38.76560948673547,1
Disease_Vehicle,0.04595433043722143,12.488440004663095,2.937855204577157,0.20246080868591143,-12.624267901840614,13.530531601626315,1
Disease_Vehicle,0.04306933416935486,20.429222805030857,2.3023794719637753,33.08832302694022,-12.390978192445294,47.166725909957286,1
Disease_Vehicle,0.040232979593641756,10.61935512676691,2.258185704918332,39.18950721752721,-10.83815197735469,41.229494610242284,1
Disease_Vehicle,0.05647209135442662,13.427395276897897,3.0138583938531314,24.647142847880595,-14.655822376362837,41.11785538525847,1
Disease_Vehicle,0.014987567701935331,13.455768239485751,2.5323295997391986,28.979128577465854,-11.32405917909124,57.97660829222169,1
Disease_Vehicle,0.11026234217171334,8.48688748043445,2.5842716290521976,22.13908427224323,-13.009509789924982,28.598344537064797,1
Disease_Vehicle,0.07741895410926805,15.331839537270906,2.685074733582065,25.418393712323933,-16.58053809707783,68.53494767925143,1
Disease_UnmaskedMito,0.355572830059689,22.042720057618986,1.2802941512105297,59.32302147512815,-7.334139625741962,56.8297711954781,1
Disease_UnmaskedMito,0.5140558199194011,23.792251984811823,1.8281977384087151,40.15611570277434,1.446314563648972,38.86770738213815,1
Disease_UnmaskedMito,0.5575704732864478,25.61491349109025,1.8112931095565026,51.95456553066002,-3.879092757042706,53.4074113830784,1
Disease_UnmaskedMito,0.42261356143547624,21.260837468485224,1.0872407453823132,69.24681023881362,-2.73481139753981,60.44284729351843,1
Disease_UnmaskedMito,0.3695705490453209,22.873660925281587,1.454566351441264,35.89853795344747,-4.783656232753199,59.698054631853054,1
Disease_UnmaskedMito,0.402033135779013,18.484423917546028,1.7347657511662298,36.2590410455974,-10.477837461278948,38.67491039553697,1
Disease_UnmaskedMito,0.49595451638024,21.21598521421021,1.5314605440959537,75.29200173352699,-0.2751098032219059,69.29429761654988,1
Disease_UnmaskedMito,0.38672693293121024,20.077792728814508,1.0590509481758104,66.20106039869684,-0.982633929130863,62.17703603968532,1
Disease_UnmaskedMito,0.40764959683473695,24.159031174122116,1.2391446595004123,55.42810703073084,-8.613838607882421,84.22706429080377,1
Disease_UnmaskedMito,0.49880899786679705,15.707158068061094,1.2104074629679487,48.314527246870924,-6.812017578665188,37.18108805996151,1
Disease_UnmaskedMito,0.5950286013885441,23.637734147501916,1.7636820262340824,51.05426818301014,-1.7043912293267733,52.73198728138256,1
Disease_UnmaskedMito,0.39449911436632507,23.73100233694108,1.2227761290170638,76.77980122514202,-0.7768669940874543,85.54273013429233,1
Disease_UnmaskedMito,0.3232122219043063,18.843353515532648,1.3949844336631185,55.60874948007851,-3.7830168547175944,51.58424761559086,1
Disease_UnmaskedMito,0.32873377264032483,17.835146281368772,1.726524632170657,45.38071383717699,-8.01674230897181,68.91428290462855,1
Disease_UnmaskedMito,0.41259068896265394,25.780491557631393,1.5433585351619967,64.52365834286054,-3.1990650638820743,45.110745361518,1
Disease_UnmaskedMito,0.5485504475637522,22.10874096915776,1.8660777644861997,47.80156130977427,-5.643190169146146,43.663640660179325,1
Disease_UnmaskedMito,0.5312398634487054,23.37918749614685,1.7600581194523488,71.21241336839364,2.4508547918033288,73.32931702293894,1
Disease_UnmaskedMito,0.29204453876662834,19.40114079651646,1.4564135167516115,60.85486646762298,-2.7348082568850365,42.379186159704446,1
Disease_UnmaskedMito,0.4030130208289895,17.449715076159624,1.6916971942060268,33.11739009572149,-4.63060321497497,50.489501255012875,1
Disease_UnmaskedMito,0.5917153644012193,25.230481326096903,1.4958538092727005,69.72410574291702,-7.943762834630672,55.59022229442624,1
Disease_UnmaskedMito,0.44998282788675986,15.645182323303256,1.6753594919707933,37.02382487158639,-5.871912794796579,32.87865005566545,1
Disease_UnmaskedMito,0.45818233237096695,22.210711600486036,2.102927725497464,54.347702954209346,-7.272846865340744,51.828212126001056,1
Disease_UnmaskedMito,0.29901872426849413,22.734486661190296,1.9313966479737594,80.56325845272579,-3.5397529480905243,62.42486703360678,1
Disease_UnmaskedMito,0.3681817328005606,22.429068034595915,1.8378253805836318,55.37781990123101,0.27064205563984967,49.79986648742442,1
Disease_UnmaskedMito,0.5087556643101641,23.970516218163905,1.6564509750907421,55.8271014224043,5.685923205613993,50.21368945964887,1
Disease_UnmaskedMito,0.4468139859271573,19.85659873298223,2.223619930919171,59.24940185957131,-6.32347129221602,59.694029915274506,1
Disease_UnmaskedMito,0.44319261491489,20.542896173735347,1.9170125884567513,56.76804561198983,-3.0450396710174115,54.935297866453055,1
Disease_UnmaskedMito,0.4587949043339686,22.843342601813255,1.7002702929572193,50.76916901787683,2.1473652451951892,44.32128612700573,1
Disease_UnmaskedMito,0.45848725969917703,21.19322681189241,2.21054491397016,43.28296759456016,-8.467096935694109,37.6113116318662,1
Disease_UnmaskedMito,0.4491118545855549,17.997295439636293,1.5433411170091704,29.655849801902107,-6.199612607259386,40.27114720219905,1
Disease_UnmaskedMito,0.2860748930461332,24.72112778110671,1.3679662286137584,69.43918465076275,-5.191461137859687,86.69582256521181,1
Disease_UnmaskedMito,0.48745954850335316,19.24569458139133,1.3945184375103992,59.72663227863897,-4.602316649403991,56.93170727394665,1
Disease_UnmaskedMito,0.5345014975594888,20.211939370128086,1.6758624577508663,63.163680765948044,0.09611164545616635,57.15164448669296,1
Disease_UnmaskedMito,0.3939984707232607,16.67954749533025,1.394827190374974,53.26082280733482,-4.880230018888766,55.28821533853431,1
Disease_UnmaskedMito,0.5135328248670654,18.812161972281437,1.5870561381400254,53.98885570460607,-7.057977065745336,72.39537767181424,1
Disease_UnmaskedMito,0.5017728121451832,23.197491229847,2.2014717683332434,40.18017608401816,-5.9292839943405475,54.42654498514469,1
Disease_UnmaskedMito,0.337690045788547,22.57290380860737,1.4050647312587903,65.1823148584989,1.3332168555354942,67.06197132294966,1
Disease_UnmaskedMito,0.2532481966441549,18.432612223078515,1.9444513124740785,49.995386985063185,-15.49656403256237,65.89054186464311,1
Disease_UnmaskedMito,0.4322990855628449,19.591972350251247,1.9929520907667189,44.388600707449164,-8.14717638552296,54.018352539634726,1
Disease_UnmaskedMito,0.5802934613318065,27.511935379245887,1.735781392071919,68.16165915908785,0.6253948274298415,51.88304869806642,1
Disease_MaskedMito,0.7379733503436785,24.02967299694413,1.319455412384319,66.61958885772681,0.8591839713840748,75.27461549084138,1
Disease_MaskedMito,0.4034272756260831,25.430384237619872,1.5671036116580415,74.07630335776216,-0.6611873819028597,95.70026701063321,1
Disease_MaskedMito,0.7080235816209496,27.42511422706312,1.5507369564857432,76.11740513242565,-3.597982397765737,49.35848693995011,1
Disease_MaskedMito,0.6370591188183727,28.11107305291684,1.1633944971063905,83.40031351136892,1.4629503250453624,99.95310684000576,1
Disease_MaskedMito,0.6534304963591405,27.296566465139627,1.4137217959989945,88.01260279751243,-5.40503688963562,78.12436893112417,1
Disease_MaskedMito,0.7563664494849653,30.943155237275803,1.2876565515243896,75.8050929303493,2.9850846263396953,93.94145848127995,1
Disease_MaskedMito,0.6476304489199424,26.86144373221241,1.6187244767096167,90.26698877429381,4.662458489856425,83.11734085301381,1
Disease_MaskedMito,0.6751332341565883,27.652722608207224,1.2174881918857003,76.37277568228549,-4.20677197624924,96.81019085088042,1
Disease_MaskedMito,0.577383374556619,24.293198216867438,1.3254554597050656,89.14306900397548,-0.13356365893225153,73.9435745611119,1
Disease_MaskedMito,0.6304264774399586,30.778397412593772,0.4286039871002122,72.76935632064436,10.51747759511553,95.41018935575808,1
Disease_MaskedMito,0.5804613545594702,25.476091471713563,1.3150287602685968,79.40263671811205,7.7463244174637,84.32682402935183,1
Disease_MaskedMito,0.6314190527288336,28.166929537209946,1.0623856172131667,65.6383983061378,-8.303027691089245,60.2554359361402,1
Disease_MaskedMito,0.5993199359488156,22.143910440692647,1.3802769870354483,53.95607142355211,-15.239936637272722,54.775264190544895,1
Disease_MaskedMito,0.6375326317050724,24.013782063204395,1.7249677195254727,60.7090306979673,1.6687775365528676,68.70799936832385,1
Disease_MaskedMito,0.6761925746894661,23.478629432213754,1.2340785459155101,60.898727206547534,-1.1520554781960137,69.12177559839118,1
Disease_MaskedMito,0.5949834860127561,28.63561696315281,1.4163095753006874,70.37768853048802,-0.11270518820019815,77.63420896737996,1
Disease_MaskedMito,0.6019168156463054,25.899155949648712,1.0988339065169501,63.16531044072246,-8.051232068179404,71.57197342085449,1
Disease_MaskedMito,0.7310273593625352,24.12013137731356,1.98325029593425,74.55878898509505,5.024375208853319,81.6138584577108,1
Disease_MaskedMito,0.8467578477444716,24.30602544056026,0.40673775281740127,69.38349076916853,1.4188931944903742,83.28068405696715,1
Disease_MaskedMito,0.7047925349871006,30.06190014795802,1.3534606315945548,85.15848632507867,-2.6792326084015956,72.39223165518544,1
Disease_MaskedMito,0.8252702530722039,26.88378561773002,0.9976596310836677,68.28505677393252,-3.5422856736811275,70.75405125669762,1
Disease_MaskedMito,0.5645166977656707,21.036805584401158,1.2434661727091225,59.15493825141201,2.3872297319426226,72.60001004419439,1
Disease_MaskedMito,0.7038785912070186,23.86615314216472,1.202946109222849,72.85789488923076,2.467730345558393,75.58247635639869,1
Disease_MaskedMito,0.7771211401391789,26.412452487280543,1.4441496224926733,66.70816328383789,-8.38537387221402,78.38032488666931,1
Disease_MaskedMito,0.7452791656831963,27.987158658155494,1.3472803738737937,70.80975059249886,-3.8698149346825064,85.31163211112337,1
Disease_MaskedMito,0.7183802674578448,24.4708237972999,1.565556136401587,59.452717488735914,-4.339767416515851,89.66040213191636,1
Disease_MaskedMito,0.7581723743960522,25.238661579911142,1.3010366444148418,72.22686543503977,-11.455231607704741,66.15925441959948,1
Disease_MaskedMito,0.6754238044601647,24.91186078816274,1.3261900574420522,81.39047794569679,-0.6592857851320955,67.0821540347716,1
Disease_MaskedMito,0.7092366492659942,25.137076596360565,1.1900244575837318,68.17404775545533,8.008236930698583,49.41566331607241,1
Disease_MaskedMito,0.6450499487180619,25.849132717927073,1.0313847753920384,81.88012024942054,3.9386451448090227,82.27951268382479,1
Disease_MaskedMito,0.6556393620190676,25.566686945381328,1.2295262909970766,70.71199998729084,-1.4065564075922974,80.33192598452416,1
Disease_MaskedMito,0.7477890858345079,22.5803759005423,0.9042957416045269,51.45586725790135,0.5002936723785605,73.15570117780742,1
Disease_MaskedMito,0.7254740764339495,21.893401590645393,1.7650211024687643,57.58714763310614,-1.5567190555822394,75.9070313140271,1
Disease_MaskedMito,0.5911718219783536,24.005714212375413,1.343724212490003,97.31410958952263,3.7421921221508128,103.6853454676094,1
Disease_MaskedMito,0.7885105830672761,27.53807244175266,0.9044115061305221,86.47877999598346,-4.754987767074173,106.08145913738305,1
Disease_MaskedMito,0.698000477739643,18.121331269064044,1.139747956507609,68.06060220338102,-1.9208232277533441,78.8822429497106,1
Disease_MaskedMito,0.6034978249058934,21.77604418126075,1.2629923578780664,66.33715673727387,-2.573078595776421,86.85299187574037,1
Disease_MaskedMito,0.6034813362374849,26.633422166946985,1.3048243900422194,57.04550956215385,-7.570659587215587,73.09516976169418,1
Disease_MaskedMito,0.8583079998818268,28.45104143522374,0.6520709525097882,47.31622259557091,-0.5298389165139712,74.59755673744426,1
Disease_MaskedMito,0.7827139372559333,23.768701986889408,1.308842477592388,77.04370502396186,-1.6846099499505038,72.23220436066762,1
